,commodity_desc,state_alpha,statisticcat_desc,util_practice_desc,unit_desc,state_alpha,freq_desc,year,reference_period_desc,Value
492,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1968,FIRST OF JUN,57035000
493,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1968,FIRST OF SEP,54178000
494,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1968,FIRST OF DEC,95378000
495,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1967,FIRST OF MAR,75089000
496,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1967,FIRST OF JUN,56509000
497,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1967,FIRST OF SEP,46977000
498,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1967,FIRST OF DEC,81818000
499,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1966,FIRST OF MAR,87632000
500,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1966,FIRST OF JUN,62484000
501,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1966,FIRST OF SEP,47464000
502,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1966,FIRST OF DEC,74236000
503,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1965,FIRST OF MAR,112482000
504,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1965,FIRST OF JUN,80619000
505,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1965,FIRST OF SEP,99923000
506,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1965,FIRST OF DEC,114331000
507,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1964,FIRST OF MAR,120390000
508,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1964,FIRST OF JUN,111283000
509,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1964,FIRST OF SEP,133065000
510,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1964,FIRST OF DEC,137131000
511,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1963,FIRST OF MAR,129694000
512,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1963,FIRST OF JUN,94080000
513,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1963,FIRST OF SEP,131537000
514,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1963,FIRST OF DEC,139753000
515,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1962,FIRST OF MAR,150453000
516,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1962,FIRST OF JUN,126101000
517,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1962,FIRST OF SEP,162946000
518,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1962,FIRST OF DEC,155093000
519,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1961,FIRST OF MAR,188226000
520,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1961,FIRST OF JUN,156235000
521,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1961,FIRST OF SEP,191066000
522,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1961,FIRST OF DEC,176437000
523,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1960,FIRST OF MAR,141120000
524,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1960,FIRST OF JUN,135750000
525,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1960,FIRST OF SEP,169640000
526,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1960,FIRST OF DEC,204224000
527,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1959,FIRST OF MAR,122122000
528,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1959,FIRST OF JUN,103707000
529,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1959,FIRST OF SEP,131181000
530,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1959,FIRST OF DEC,145198000
531,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1958,FIRST OF MAR,117086000
532,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1958,FIRST OF JUN,113554000
533,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1958,FIRST OF SEP,127357000
534,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1958,FIRST OF DEC,133107000
535,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1957,FIRST OF MAR,103800000
536,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1957,FIRST OF JUN,100032000
537,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1957,FIRST OF SEP,114465000
538,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1957,FIRST OF DEC,124924000
539,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1956,FIRST OF MAR,87948000
540,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1956,FIRST OF JUN,83423000
541,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1956,FIRST OF SEP,91458000
542,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1956,FIRST OF DEC,102454000
543,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1955,FIRST OF MAR,76418000
544,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1955,FIRST OF JUN,69523000
545,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1955,FIRST OF SEP,85045000
546,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1955,FIRST OF DEC,90159000
547,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1954,FIRST OF MAR,61614000
548,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1954,FIRST OF JUN,48299000
549,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1954,FIRST OF SEP,74040000
550,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1954,FIRST OF DEC,79469000
551,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1953,FIRST OF MAR,46474000
552,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1953,FIRST OF JUN,39378000
553,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1953,FIRST OF SEP,45555000
554,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1953,FIRST OF DEC,75102000
555,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1952,FIRST OF MAR,56596000
556,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1952,FIRST OF JUN,47474000
557,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1952,FIRST OF SEP,44499000
558,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1952,FIRST OF DEC,50686000
559,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1951,FIRST OF MAR,68394000
560,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1951,FIRST OF JUN,61637000
561,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1951,FIRST OF SEP,60215000
562,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1951,FIRST OF DEC,58811000
563,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1950,FIRST OF MAR,39931000
564,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1950,FIRST OF JUN,39421000
565,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1950,FIRST OF SEP,42773000
566,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1950,FIRST OF DEC,68973000
567,CORN,NE,STOCKS,"OFF FARM, GRAIN",BU,NE,POINT IN TIME,1949,FIRST OF DEC,46367000
568,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2020,FIRST OF MAR,570000000
569,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2020,FIRST OF JUN,310000000
570,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2020,FIRST OF SEP,87000000
571,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2019,FIRST OF MAR,600000000
572,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2019,FIRST OF JUN,310000000
573,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2019,FIRST OF SEP,85000000
574,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2019,FIRST OF DEC,940000000
575,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2018,FIRST OF MAR,540000000
576,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2018,FIRST OF JUN,280000000
577,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2018,FIRST OF SEP,61000000
578,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2018,FIRST OF DEC,910000000
579,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2017,FIRST OF MAR,590000000
580,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2017,FIRST OF JUN,305000000
581,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2017,FIRST OF SEP,91000000
582,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2017,FIRST OF DEC,910000000
583,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2016,FIRST OF MAR,530000000
584,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2016,FIRST OF JUN,285000000
585,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2016,FIRST OF SEP,84000000
586,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2016,FIRST OF DEC,870000000
587,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2015,FIRST OF MAR,430000000
588,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2015,FIRST OF JUN,220000000
589,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2015,FIRST OF SEP,51000000
590,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2015,FIRST OF DEC,820000000
591,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2014,FIRST OF MAR,440000000
592,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2014,FIRST OF JUN,190000000
593,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2014,FIRST OF SEP,48000000
594,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2014,FIRST OF DEC,780000000
595,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2013,FIRST OF MAR,285000000
596,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2013,FIRST OF JUN,130000000
597,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2013,FIRST OF SEP,22000000
598,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2013,FIRST OF DEC,760000000
599,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2012,FIRST OF MAR,350000000
600,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2012,FIRST OF JUN,170000000
601,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2012,FIRST OF SEP,28000000
602,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2012,FIRST OF DEC,570000000
603,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2011,FIRST OF MAR,380000000
604,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2011,FIRST OF JUN,190000000
605,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2011,FIRST OF SEP,24000000
606,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2011,FIRST OF DEC,730000000
607,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2010,FIRST OF MAR,530000000
608,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2010,FIRST OF JUN,255000000
609,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2010,FIRST OF SEP,48000000
610,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2010,FIRST OF DEC,740000000
611,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2009,FIRST OF MAR,490000000
612,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2009,FIRST OF JUN,250000000
613,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2009,FIRST OF SEP,67000000
614,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2009,FIRST OF DEC,930000000
615,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2008,FIRST OF MAR,430000000
616,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2008,FIRST OF JUN,180000000
617,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2008,FIRST OF SEP,48000000
618,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2008,FIRST OF DEC,780000000
619,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2007,FIRST OF MAR,340000000
620,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2007,FIRST OF JUN,180000000
621,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2007,FIRST OF SEP,47000000
622,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2007,FIRST OF DEC,780000000
623,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2006,FIRST OF MAR,470000000
624,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2006,FIRST OF JUN,275000000
625,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2006,FIRST OF SEP,85000000
626,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2006,FIRST OF DEC,630000000
627,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2005,FIRST OF MAR,520000000
628,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2005,FIRST OF JUN,290000000
629,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2005,FIRST OF SEP,100000000
630,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2005,FIRST OF DEC,780000000
631,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2004,FIRST OF MAR,380000000
632,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2004,FIRST OF JUN,160000000
633,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2004,FIRST OF SEP,49000000
634,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2004,FIRST OF DEC,760000000
635,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2003,FIRST OF MAR,325000000
636,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2003,FIRST OF JUN,165000000
637,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2003,FIRST OF SEP,54000000
638,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2003,FIRST OF DEC,650000000
639,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2002,FIRST OF MAR,410000000
640,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2002,FIRST OF JUN,220000000
641,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2002,FIRST OF SEP,80000000
642,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2002,FIRST OF DEC,530000000
643,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2001,FIRST OF MAR,410000000
644,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2001,FIRST OF JUN,230000000
645,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2001,FIRST OF SEP,78000000
646,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2001,FIRST OF DEC,670000000
647,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2000,FIRST OF MAR,425000000
648,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2000,FIRST OF JUN,250000000
649,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2000,FIRST OF SEP,105000000
650,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,2000,FIRST OF DEC,640000000
651,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1999,FIRST OF MAR,520000000
652,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1999,FIRST OF JUN,330000000
653,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1999,FIRST OF SEP,120000000
654,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1999,FIRST OF DEC,700000000
655,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1998,FIRST OF MAR,410000000
656,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1998,FIRST OF JUN,235000000
657,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1998,FIRST OF SEP,75000000
658,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1998,FIRST OF DEC,740000000
659,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1997,FIRST OF MAR,410000000
660,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1997,FIRST OF JUN,205000000
661,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1997,FIRST OF SEP,68000000
662,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1997,FIRST OF DEC,660000000
663,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1996,FIRST OF MAR,210000000
664,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1996,FIRST OF JUN,62000000
665,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1996,FIRST OF SEP,10000000
666,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1996,FIRST OF DEC,710000000
667,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1995,FIRST OF MAR,450000000
668,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1995,FIRST OF JUN,230000000
669,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1995,FIRST OF SEP,80000000
670,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1995,FIRST OF DEC,460000000
671,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1994,FIRST OF MAR,300000000
672,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1994,FIRST OF JUN,155000000
673,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1994,FIRST OF SEP,54000000
674,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1994,FIRST OF DEC,690000000
675,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1993,FIRST OF MAR,490000000
676,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1993,FIRST OF JUN,280000000
677,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1993,FIRST OF SEP,140000000
678,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1993,FIRST OF DEC,500000000
679,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1992,FIRST OF MAR,325000000
680,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1992,FIRST OF JUN,180000000
681,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1992,FIRST OF SEP,70000000
682,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1992,FIRST OF DEC,690000000
683,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1991,FIRST OF MAR,380000000
684,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1991,FIRST OF JUN,210000000
685,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1991,FIRST OF SEP,75000000
686,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1991,FIRST OF DEC,560000000
687,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1990,FIRST OF MAR,380000000
688,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1990,FIRST OF JUN,200000000
689,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1990,FIRST OF SEP,110000000
690,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1990,FIRST OF DEC,600000000
691,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1989,FIRST OF MAR,510000000
692,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1989,FIRST OF JUN,400000000
693,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1989,FIRST OF SEP,180000000
694,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1989,FIRST OF DEC,580000000
695,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1988,FIRST OF MAR,630000000
696,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1988,FIRST OF JUN,500000000
697,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1988,FIRST OF SEP,310000000
698,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1988,FIRST OF DEC,690000000
699,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1987,FIRST OF MAR,670000000
700,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1987,FIRST OF JUN,500000000
701,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1987,FIRST OF SEP,370000000
702,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1987,FIRST OF DEC,810000000
703,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1986,FIRST OF MAR,514944000
704,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1986,FIRST OF JUN,448192000
705,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1986,FIRST OF SEP,335000000
706,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1986,FIRST OF DEC,880000000
707,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1985,FIRST OF MAR,386976000
708,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1985,FIRST OF JUN,330542000
709,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1985,FIRST OF SEP,145116000
710,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1985,FIRST OF DEC,686592000
711,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1984,FIRST OF MAR,282270000
712,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1984,FIRST OF JUN,188180000
713,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1984,FIRST OF SEP,79977000
714,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1984,FIRST OF DEC,540154000
715,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1983,FIRST OF MAR,508640000
716,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1983,FIRST OF JUN,441320000
717,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1983,FIRST OF SEP,284240000
718,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1983,FIRST OF DEC,432814000
719,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1982,FIRST OF MAR,379776000
720,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1982,FIRST OF JUN,324392000
721,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1982,FIRST OF SEP,213624000
722,CORN,NE,STOCKS,"ON FARM, GRAIN",BU,NE,POINT IN TIME,1982,FIRST OF DEC,733040000
